Date		 Min V 	Max V 	OC Sample Time 	CC Sample Time 	OC Min Time Limit  CC Min Time Limit 	OC Sample Time Max	CC Sample Time Max	OC FracV	CC FracV	Alpha 	Episilon 	Time Reference 	Time Interval  Min Time Interval Epsilon Max Count 	RLoad CalibADCV Reference  CalibADC Zero  CalibADC Max  Device ID Acquisition Rate

2021-03-08 08:05:38 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:08:24 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:11:20 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:13:00 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:15:14 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:17:51 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:22:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:23:38 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:26:31 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:31:05 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:32:10 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:33:33 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:39:03 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:45:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:47:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:48:29 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:52:00 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 08:57:24 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-08 11:50:32 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
